process_id,process_name,department,data_completeness,data_accuracy,data_consistency,data_timeliness,data_lineage,data_ownership,metadata_completeness,data_access_compliance,process_governance_score,process_measurement_score,pam_readiness_score,ai_readiness_score,continuous_improvement_score,owner_assigned,roles_defined,hierarchy_alignment,bpmn_compliance,standardized_definition,kpi_linked,system_linked,event_data_available,deviation_monitoring,execution_data_quality,process_adherence,execution_visibility,process_standardization,automation_opportunity,decision_structure,ai_data_readiness,improvement_actions_defined,monitoring_capability,feedback_availability,remediation_tracking,cycle_time_hours,waiting_time_hours,exception_rate,rework_rate,manual_handling_rate,handoff_count
PRC-011,Accounts Receivable,Finance,0.38731413590312347,0.2851424492144654,0.48378465077764077,0.6775914685554231,0.5224437736388757,0.5948448958875399,0.7285590081028809,0.6979449968230311,8.835408333361773,13.103579806248383,9.31920211284252,5.400274698865282,7.259621080943987,0,0.4319563055362141,0.5114738803850977,0.6857141365030522,0,1,1,1,1,0.545513385993103,0.2905405097191324,0.7044209323315347,0.47442627667495235,0.3547385806477048,0.4047135219028085,0.4670338920931287,0.6293599497004996,0.5367897324558012,0.6144756839386342,0.6194646616855886,44.251325047393806,10.030813724466055,0.06229845957346283,0.21906323709693598,0.39937440837038535,8
PRC-012,Claims Processing,Operations,0.38529623077538816,0.5775646307049886,0.5926807869762831,0.3538502937597495,0.367471712487394,0.5048791471097905,0.21659396857473068,0.37675016075165824,5.417501431975754,6.436814610209985,2.994983557989107,0.03950124893075202,0.0,1,0.2746418307489328,0.29946438549251847,0.6340277978542603,1,0,0,0,0,0.37124197090214006,0.43631879103614174,0.2925543509072304,0.5030208533999865,0.4852661425888066,0.344393982844173,0.7330941824792077,0.376905084883624,0.5584252994807587,0.35717115021581397,0.43055968778930226,37.1288743513781,14.169350784157114,0.18460847121501658,0.2276947454894689,0.45892181937829984,8
PRC-013,Loan Origination,HR,0.7539767223351784,0.842802439878905,0.7512858036962919,0.9286586391816338,0.513615657729593,0.7379854651440646,0.4897047710932618,0.638820487339141,16.704811815231512,15.298780071704842,10.454784425935413,6.52906161694337,3.7196386122648306,0,1.0,0.8535592110814086,0.7043907274544381,1,1,1,1,1,0.9069474886153736,0.8400233542972694,0.8885754730780611,0.6850707280272476,0.3463457408997207,1.0,0.6428041424141496,0.6551722220046775,0.9886942208098964,0.7596249723576024,0.998899779171845,19.92484577022232,17.693701472558207,0.12402089423587771,0.10887764074574192,0.5041865489013646,4
PRC-014,KYC Verification,IT,0.5218518636757589,0.27968070093692055,0.5440682979167168,0.38675609195592076,0.6397436887086168,0.10843274386351154,0.34958692333295693,0.2989249744751721,5.002460234485458,8.224146336904145,6.943468757228051,5.785872347536106,7.003594019437133,1,0.3162913833071161,0.5735992357334398,0.5669716851564048,0,1,0,0,1,0.4215093068483957,0.3545426525449756,0.3127323890119067,0.280901021458421,0.39910861341677994,0.45696973235077154,0.5177160588732395,0.47524309838140655,0.35274149798412535,0.6025994742015768,0.5784836904437244,32.37636323782237,9.536498077631578,0.25360269678680925,0.1809409216203676,0.31906024459097404,6
PRC-015,Returns & Refunds,Procurement,0.46779646781610545,0.2704365624446776,0.6053575926770728,0.632207758434527,0.4071376605301676,0.4995334113514733,0.08352696580563107,0.32938049464907904,6.2389074103534075,3.9038451065292197,9.263433618701773,12.222103241702555,3.590400012521891,1,0.48033251592210185,0.6866826829505555,0.2616591137946268,1,0,0,1,1,0.25285487964873754,0.38147426970648657,0.36692699874730067,0.566905453838659,0.5912336972975133,0.17877095172929308,0.5223268211107339,0.35838442757226474,0.6361823432167981,0.3508771302100744,0.34952296821027695,40.060858287776945,18.347345244563044,0.2523433709122126,0.055204525220916484,0.5698057394198034,4
PRC-016,Inventory Replenishment,Supply Chain,0.6123719359352147,0.4620214097131623,0.40489712019878443,0.6658862987024069,0.5950599564815597,0.46671675802111245,0.7764901055832066,0.5147480360730727,9.037335473593556,9.747752794716554,7.082014649294911,9.236794775420446,7.340655410186579,0,0.7632096742005482,0.402725370353182,0.1968962285906235,1,0,1,1,1,0.5158798357539466,0.5303247020767085,0.3918050719417698,0.6457474496015186,0.5198628280628659,0.33465243525715105,0.6636927879842802,0.8667160255219306,0.584607328095606,0.5082145039197711,0.5375127960689188,37.3881693227842,1.792584471736033,0.19550727276917004,0.11855233676239203,0.6643916985281996,5
PRC-017,Production Scheduling,Customer Service,0.5052840651272347,0.4731409967658471,0.3305272953671257,0.46142238230644067,0.6166907906356397,0.3862442094679095,0.18101856773543512,0.43305668246315504,4.249738157396856,5.929984625782747,6.7122441327190305,0.9704248635060431,2.11003242381236,0,0.3564051606854476,0.050101313837814576,0.5525395706021199,0,1,1,1,1,0.7922033075135106,0.4978412549196402,0.4929684363002018,0.40977377559461486,0.687703414969219,0.5285757452981227,0.6225717163956789,0.3566145273153069,0.36950184416930526,0.3629474894741026,0.553433223287748,49.93935544964033,11.159575529551601,0.1855742122432828,0.19763029404427007,0.481361489187457,8
PRC-018,Quality Inspection,Compliance,0.7747747875787818,0.5902220261678179,0.7530281343298989,0.7313913302772664,0.8384990494763308,1.0,0.83190564997555,0.7655833756270399,13.727772338825899,17.046156826790533,10.97075951412177,9.42958181539383,15.574282840289156,1,0.9657874512605765,0.8666177288848609,0.9739142948675904,1,1,1,1,1,0.9715271029453546,0.8160218903214587,0.7153227054070559,0.8542379071156555,0.30053808094824,0.5265540708483669,0.6441689441686564,0.7302317813698652,1.0,0.9110527950920498,0.9837623337233394,10.538448379113031,1.1214782812186677,0.1252256730415702,0.07559966372848399,0.3380830470539097,4
PRC-019,Shipment Tracking,Sales,1.0,1.0,0.7235213149182431,0.5808156709441271,1.0,1.0,0.7648125013182548,0.7319224135906925,14.98359973094569,17.479009946975676,18.0,14.39957607573793,13.571345178167002,1,0.9196236479958536,0.873016248662467,0.765645768385933,1,0,1,1,1,1.0,0.9842877978758634,1.0,1.0,0.19309618120039487,1.0,0.9690246654455713,0.6503642847881279,0.930449115856839,0.8344771604178867,0.7259298105992524,37.28098756565058,17.523288685880644,0.18336586175007233,0.07756751016104996,0.40722673967942824,4
PRC-020,Contract Review,Manufacturing,0.34296538801676163,0.3025727428878309,0.1390081774567651,0.2876468647044113,0.2833669968983796,0.5649606064735968,0.42945843075391227,0.29647097538604744,5.4715848330336625,4.8578600379430075,4.116480949243771,0.887288448511752,4.272067270809626,1,0.10777910063842891,0.3720097036590311,0.35401613046688607,0,1,0,1,0,0.3011634125121198,0.1685696322815282,0.13277160737319177,0.34701716718945447,0.7615655736778736,0.4884260982176607,0.4603233790282134,0.275492132997225,0.10869554964777045,0.24746044192526617,0.32791111069847956,37.11937460179894,12.398065310857453,0.2816328557545216,0.17384461454680109,0.5122025326406596,8
PRC-021,Expense Reimbursement,Finance,0.5349897021911724,0.36547373931792865,0.44445628458506814,0.7178717604363869,0.32789329253877453,0.184707052103338,0.2229284464625409,0.5051162141065845,8.128035345280779,7.682450944907319,11.677852997968186,0.0,9.223085134475152,1,0.3330381047151605,0.4452342426804333,0.3892714318646245,0,1,1,0,1,0.7879642515585881,0.5075416909966113,0.7652588734540797,0.4882104220008938,0.5174534544580041,0.5570263903453427,0.9790332713540479,0.629898055675636,0.3961155399561981,0.6475548999902963,0.4479303388862664,28.036341587520376,18.420735087067822,0.20182528118701692,0.1789710613480862,0.4754653559269304,7
PRC-022,Payroll Processing,Operations,0.7531403735978733,0.5553093229850932,0.5000757570975999,0.6643899667859269,0.6857488038618974,0.5691257286788871,0.7978064320149254,0.5389341367276386,9.549595207517992,9.015804049036666,10.63066464281765,10.260716001047927,7.746747604965034,0,0.6826020086149343,0.3893597153679427,0.3793629373051746,1,1,1,0,0,0.8152990948419743,0.5064859182270955,0.49735591442961,0.5091530746816219,0.37018584671057675,0.859893760161696,0.6084507376288026,0.2978966767407811,0.41755272397317295,0.5481961449453275,0.5894923202404471,23.72156412651086,10.807363590779293,0.12311479752478544,0.1918973759305035,0.29864451396763464,3
PRC-023,IT Service Request,HR,0.4599809011420943,0.425524278550846,0.3955247977135139,0.6514593125760834,0.3198867797094863,0.7222626220823057,0.37940317911947913,0.2855162520066712,6.82124508704358,3.3827507431027994,4.356218800618604,6.9761504510981895,8.278232610009479,1,0.5613286682606541,0.5868440602068641,0.6286631599881877,1,1,1,1,0,0.43110177567280283,0.3275005136241834,0.38829422021123416,0.6955441285343014,0.5613241340332492,0.4752867440822261,0.37837749701505874,0.42457488969721907,0.4141203985691047,0.4804665063996679,0.5880140268357705,52.07740308092247,16.072669940403284,0.27319838193173995,0.10026718919612379,0.5121849478330939,8
PRC-024,Asset Provisioning,IT,0.4669477617879068,0.4194724917190108,0.5046172376308711,0.4039843601833192,0.3072257393040973,0.410956675179706,0.0,0.39886906027825747,0.0,0.5988975640197864,7.124593589058993,6.48071482475692,2.282001445816249,1,0.5661616349318723,0.2879759669038511,0.6970185335002003,0,0,1,0,1,0.344121368885609,0.35523887621123884,0.1558692388095177,0.32220567593862903,0.528090699260632,0.4992341502178676,0.36577226776754085,0.318161124267617,0.34465319704636604,0.39404878940067745,0.4531026165932195,27.185463114113613,8.702347391315833,0.3302001912402766,0.16459710215212828,0.3816596812365112,8
PRC-025,Supplier Onboarding,Procurement,0.8610020429927974,0.9217342082285696,0.8783906113419162,0.928261459701374,0.6228238724235523,0.883120260386594,0.7880712732165976,0.7851852212647001,15.947094622453815,17.773251326217324,18.0,15.612922934438021,13.006225249304084,1,0.9484876679048012,0.8516409295320839,0.8530788653238963,1,1,1,1,1,0.8339132308171581,0.8844957336674153,0.9339761234674931,0.7772380177025232,0.27997298740730625,0.8902906276559238,0.6482422741004429,1.0,0.7583525255736272,0.5851999356593871,0.6767076806992194,12.78562127910184,8.644540592024894,0.07805268841515162,0.05639034535223902,0.36595890543245685,5
PRC-026,Demand Forecasting,Supply Chain,1.0,0.6775370218531416,0.8867588325946993,0.6034599131930136,0.9359004118861041,0.9297964770327829,1.0,1.0,15.496187910620057,13.386779533672255,16.34334610350017,11.443127008157145,14.883684811532909,1,0.8468257209680212,1.0,1.0,1,1,1,1,1,0.8016105200800993,0.8498420363309813,1.0,0.787147647756225,0.13513541442654575,0.7442280935346759,0.8998811352006074,0.946938586052536,1.0,0.7238940745383796,1.0,21.58368145387976,9.440151587965694,0.08032040621112596,0.08781293578572202,0.21978750490001875,7
PRC-027,Warehouse Picking,Customer Service,0.7492876741833996,0.8193815070408079,0.697976222334136,0.8948652866610903,1.0,0.8150083016358343,0.7970788738033759,0.7151500323021697,12.537909697086473,8.447404878578816,10.487153697586916,12.25292233885288,17.182827250967588,1,0.7386239658483272,1.0,0.8631746006692096,1,1,1,0,1,0.6168952796391347,0.5950679482306501,0.9245984611011464,0.7851067150961054,0.08397493644261264,0.8278875726174354,0.9458515665463065,0.8536663200629221,0.7282034881128172,1.0,1.0,28.147214694959665,14.269416867539068,0.20137328116241618,0.16072013728216505,0.36905545051858546,6
PRC-028,Customer Support Ticketing,Compliance,0.6592198950957981,0.4124354397374614,0.4797811816576413,0.7706678764438609,0.7011661406767775,0.7982428597255272,0.534381958719554,0.4599082321449711,8.480818269151337,9.508223752084088,9.439096009382395,11.452905064087176,8.118318585352029,1,0.42683904385745697,0.6426807079792198,0.5755993988004934,1,0,1,1,0,0.560366215926466,0.5385486997460471,0.2605154726311266,0.44100201347572626,0.3854058700588992,0.4722552148461514,0.7823892552793174,0.550392449963215,0.7683997536703857,0.584388811380203,0.5807172917358844,29.858042034695554,11.970913881911684,0.3149636653621944,0.0,0.19349129671740223,5
PRC-029,Marketing Campaign Approval,Sales,0.8612756850014976,0.7583957116925323,0.9267904644272121,0.9590345317111103,0.8321138959289355,0.9489038571112268,0.84540201075302,0.7483569185599123,14.965534056811226,13.203922907547243,12.876103080074671,15.681933813903532,5.519467154190951,1,0.6264446572820451,0.7500161241028799,0.7663139957732962,1,1,1,1,1,0.7427428085855032,0.7499677276921808,0.6321246216599565,0.5182856592544107,0.1779627508005207,0.6548274237515969,0.7917776414888992,0.564474343881679,0.690209052491662,0.8267992855336253,0.8594366609057913,28.039562950274124,0.8139929977229672,0.17702329203938472,0.030903928140702357,0.38346507807186636,4
PRC-030,Budget Planning,Manufacturing,0.5180337638185927,0.5477459604278925,0.45727156707761035,0.7039569483610985,0.6253167304189244,0.4356919973109777,0.5867083865914823,0.6675694632897593,13.46849563868413,3.903042193867557,4.807442502863598,11.093417966994721,4.412198683822138,1,0.40126099516608355,0.5372241211921285,0.4588306087792761,0,1,1,1,1,0.5188167754487738,0.6072039729316514,0.40082849455310204,0.44629661319303326,0.4187767880235061,0.07643386453306034,0.26748872324376066,0.20259731277388138,0.1367225480781995,0.29488626862622513,0.6729334666781852,33.32993487982824,21.10472096713388,0.24062157172078782,0.22097349025503543,0.38108779743943366,7
PRC-031,Audit Preparation,Finance,0.5283124798622553,0.5291101664172952,0.3952213208527054,0.2927523705476661,0.28354838560357454,0.4741434666765346,0.5102191157067125,0.3819150523425239,7.458438190191341,9.090293274628502,9.233254310208949,11.11198725580388,11.209624662807176,1,0.7137055668190186,0.38152115970495815,0.6178985572564795,0,0,0,1,1,0.6062625207647312,0.6886865339592025,0.3416309869938118,0.506463246766206,0.4300236363104883,0.36689492586779693,0.577341840968121,0.45538689611180344,0.722114841677967,0.3888327635828772,0.6110680852594887,35.139105067928355,18.318321163028983,0.17587709679710964,0.16585064887819354,0.4824979350205544,5
PRC-032,Regulatory Reporting,Operations,1.0,1.0,1.0,0.8862707468015479,0.998470298044045,0.8489723468901864,0.9460157476961016,0.8825375053670318,18.0,16.17129365549158,14.426111820149426,16.0,8.568352975076458,1,1.0,0.9515827174965235,0.9800793953180323,1,1,1,1,1,0.8766543637631776,0.8833265224985092,0.6231327668989157,0.9811585134170924,0.1843100159933598,0.706169551203326,0.8432999164328959,0.768892755443905,0.7977097710576038,0.9505346943022033,0.6298521270306472,25.86733087520309,11.327956115697237,0.04715805787337152,0.0,0.11204791722630814,6
PRC-033,Data Access Request,HR,0.33102373597425294,0.5691722655805045,0.3916101551331087,0.5332169325006658,0.557442892265688,0.748057705349827,0.4421825378390185,0.5102282663525852,3.1068148328628764,11.133221960126416,5.280454726031091,4.9344711192013,7.495237885697552,1,0.5069393337296647,0.6177437703290757,0.5165639029149178,1,1,1,1,1,0.604105370002552,0.513138144519917,0.5344195667093371,0.7515480505338208,0.5976590873856064,0.571307030955301,0.879235658473073,0.4405531456767504,0.3529414148475498,0.536793289127394,0.5384724837986583,28.554131198828195,7.188884271206379,0.393000404950109,0.18944932387348387,0.40218264806707266,8
PRC-034,Facility Maintenance,IT,0.9648286723138476,0.7423300554963057,0.9396711921541692,1.0,0.967282577013705,0.8409241121165888,0.8212901356198722,0.8563219303495975,13.595806808802392,13.224275244670919,17.106629166169434,7.363355677950569,16.943694994182138,1,0.9538980955384143,0.7283077411539789,1.0,1,1,1,0,1,0.6565652406142233,0.8937113201184861,0.9520361010390979,0.9807672187575811,0.12923327735821993,0.9410406402112154,1.0,1.0,0.4672976846166969,0.8497401444584561,0.8726582735525158,3.558336442207036,8.002115361816355,0.18069384348760797,0.0,0.296822352416525,2
PRC-035,Recruitment Pipeline,Procurement,0.9187627432950828,1.0,0.7593235077811833,1.0,1.0,0.9564947053109625,1.0,0.8428877388137207,18.0,14.769960580846737,15.129706362190724,12.299208699022572,13.999960699099274,1,1.0,1.0,0.982550478285666,1,1,1,1,1,1.0,0.8560458608136627,1.0,1.0,0.16180116931493496,0.9880730097623832,0.9512857579757003,0.9524583576525605,1.0,1.0,1.0,9.369473317372044,11.172386830390852,0.12853115519903285,0.08969744338130464,0.29833154384332194,3
PRC-036,Performance Review Cycle,Supply Chain,0.25033473865301803,0.47502416185347496,0.43657647448076975,0.38059217278850466,0.0032475048162005082,0.2594927080138356,0.614716426178436,0.3801277284616479,8.2272202884579,2.9733889655616075,11.461561702565069,5.820181618387425,8.015566444937981,0,0.6740563435563716,0.4006054852749023,0.3576073007374071,1,0,0,0,1,0.4294588447012855,0.7915286924235589,0.46020171303078694,0.7143880876016702,0.607007584938633,0.5910344144553782,0.33789867074030233,0.31852644507984923,0.5155462217202091,0.5948733148377583,0.45262880376803044,21.738356795124197,5.586185203712583,0.10185198928471241,0.04908477326193274,0.517513562476272,9
PRC-037,Field Service Dispatch,Customer Service,0.49408800689296156,0.49744338253719456,0.7684991121601601,0.29840857519517394,0.45837762174322805,0.772857164214792,0.5844760133350896,0.5733105694847499,8.615421505201354,9.261498810101513,10.604496784965328,4.809250713185205,10.905843930854317,1,0.5662344580578381,0.5437904066260565,0.4245352989042912,1,1,0,1,1,0.5653988817470946,0.3444664380102529,0.6237758155817651,0.3397574019437844,0.39807650052974164,0.42328875090083057,0.7157512714643333,0.5665227539755961,0.4852191917514483,0.5917871782935659,0.20090041003365422,32.059286239597704,24.747375396965072,0.20549394187228157,0.16067889892990775,0.5314368113838545,8
PRC-038,Credit Risk Assessment,Compliance,0.4311186308407862,0.32009848848274747,0.5633267073768383,0.35860751742766506,0.115704065553481,0.21568158838384913,0.0,0.3824711221821574,5.928986432774028,5.2207506852214856,9.730775931656394,9.277930972296362,5.982973544498845,1,0.4984759129842874,0.48918771018673496,0.4522924114339904,1,0,1,1,0,0.15278152174844595,0.26634397281994104,0.6333389729192491,0.36674870246032115,0.720104714859471,0.4414269842183356,0.39013995251042277,0.6104612246503521,0.3703848522126636,0.13877295977592807,0.2853976621176929,41.33540700970348,16.690683175428767,0.10287023720803032,0.1318839414229183,0.45695741634498366,6
PRC-039,Fraud Investigation,Sales,0.6511481863628827,0.8311654357654564,0.8356760019128553,0.7167098758807037,0.6797754752134164,0.7595700913998931,0.6160951784756898,0.623898236377282,8.996639486727267,9.912863621590047,8.326881714127605,10.826318901504989,14.006450134855543,1,0.7423507512764311,0.7055910753040757,0.7898077474245465,1,0,1,1,1,0.4064533389375757,0.790440431564263,0.9170247453871725,0.7156275631630942,0.34394892980994,0.6331210824593557,0.7206765147024946,0.4954444168478034,0.38692994833119504,0.8799963147778174,0.5908322054353599,21.287278212144912,1.3412062560624758,0.0156279903750821,0.09057181429081064,0.25623094217700804,6
PRC-040,Master Data Governance,Manufacturing,0.6746745772276437,0.8353746669080567,0.5179312300308441,0.6378022523857927,0.8159459553941687,0.8357234537169359,0.43277793491454447,0.6148069381506434,14.411043004661469,11.860917032656882,10.922468811499005,8.391540672123256,9.18527693993645,1,0.6081863635685579,0.6396556891595637,0.657832288233486,0,1,1,0,1,0.5320139690233946,0.7326528689441179,0.6530261033154096,0.7603206984225999,0.5302835041600865,0.6749056499814576,0.8158503255783571,0.29439779824792883,0.8846103270036338,0.7023018051000814,0.8077189856780077,16.419968082097874,5.970785957940759,0.1678623188367128,0.12375715199048232,0.42864486528727197,7
PRC-041,Change Order Management,Finance,0.8196847827808168,0.7942371302509198,0.6421571254596787,0.8941482538423953,0.45657477593120993,0.9159500552716724,0.5948750782649167,0.8240367448476129,12.741548745390087,16.6076696992555,12.563089750332178,9.37925766676512,11.579247169460238,1,0.8991354989629996,0.7608464563573913,0.7832239905911885,1,1,0,1,0,1.0,0.6536706205272197,0.8032916399297706,1.0,0.36001749245784664,0.7142591458488805,0.8522860678418827,0.8189908570481286,0.8609843336949891,0.7138888881881411,0.8052928931807554,7.458747639656895,9.349067361006375,0.1403943677979869,0.06759481225432042,0.10591386865759939,6
PRC-042,Sales Quote Approval,Operations,0.5600271914943835,0.41361891678113055,0.4706500297816027,0.5130275431613803,0.7779623669569738,0.4977737364818299,0.689731294014265,0.5398676248287932,10.243030604394844,9.075001415407813,12.11835772211745,6.707355416953643,4.781603171831897,0,0.5139176210235376,0.4063402495132433,0.6552310474668839,0,1,1,1,0,0.5196890440575495,0.6149121661160328,0.24489353888380822,0.6292231626331554,0.691736874226174,0.5256835003596623,0.6326704236357776,0.7474374990837611,0.5691062201109017,0.5065552168352287,0.2523387845566884,36.5989298405012,11.0092001100173,0.0908755183544617,0.1463739508918503,0.3534237723700351,4
PRC-043,Product Launch Readiness,HR,0.5487587137626588,0.25535853985959933,0.34355671043117614,0.7115228085437943,0.5921840936801711,0.4377214783081238,0.28200134710862534,0.37015364876381845,6.989120014698014,6.88186376795972,6.496681282063036,5.830634769820756,6.126168741825582,0,0.34560426810968287,0.5602744875318347,0.21783073480114018,1,0,1,1,1,0.49906835256234583,0.2263104045672261,0.5237650811758626,0.30688310099449834,0.4903696648595622,0.47015373244987607,0.3493187664742876,0.5570092518822511,0.3069043702067985,0.3302388965451033,0.32462524540159143,29.651186133435374,20.672017021213566,0.2733794396586819,0.29815666571673116,0.7894228207793164,4
PRC-044,Capacity Planning,IT,0.19787727283803627,0.21558008293714798,0.1643313992712354,0.1334068932330663,0.2695473273897901,0.10868222140986727,0.41750902803847323,0.19941463042607688,13.087746656974428,3.3048863937920676,4.87509267243641,0.1906362249514908,9.777315021068171,0,0.3357273647782452,0.08916960185089348,0.32279001582652134,0,0,1,0,0,0.14367758736897374,0.39435415390780915,0.47312253792630166,0.45756545589164804,0.4700080654959534,0.33642283018976393,0.44351726664026775,0.04243964933049155,0.29000430686184286,0.33226634391409676,0.24607529644081808,20.74268192095314,13.96915156120803,0.23645857032924955,0.19974933548137844,0.522228937656686,6
